rider_id,time_interval_link
2021447.0,https://www.strava.com/pros/2021447#graph_date_range?chart_type=miles&interval_type=week&interval=201201&year_offset=10
2021447.0,https://www.strava.com/pros/2021447#graph_date_range?chart_type=miles&interval_type=week&interval=201101&year_offset=11
2021447.0,https://www.strava.com/pros/2021447#graph_date_range?chart_type=miles&interval_type=week&interval=201001&year_offset=12
2021447.0,https://www.strava.com/pros/2021447#graph_date_range?chart_type=miles&interval_type=week&interval=200901&year_offset=13
2021447.0,https://www.strava.com/pros/2021447#graph_date_range?chart_type=miles&interval_type=week&interval=200801&year_offset=14
2021447.0,https://www.strava.com/pros/2021447#graph_date_range?chart_type=miles&interval_type=week&interval=200701&year_offset=15
2021447.0,https://www.strava.com/pros/2021447#graph_date_range?chart_type=miles&interval_type=week&interval=200601&year_offset=16
2021447.0,https://www.strava.com/pros/2021447#graph_date_range?chart_type=miles&interval_type=week&interval=200501&year_offset=17
2021447.0,https://www.strava.com/pros/2021447#graph_date_range?chart_type=miles&interval_type=week&interval=200401&year_offset=18
2021447.0,https://www.strava.com/pros/2021447#graph_date_range?chart_type=miles&interval_type=week&interval=200301&year_offset=19
2021447.0,https://www.strava.com/pros/2021447#graph_date_range?chart_type=miles&interval_type=week&interval=200201&year_offset=20
2021447.0,https://www.strava.com/pros/2021447#graph_date_range?chart_type=miles&interval_type=week&interval=200101&year_offset=21
2021447.0,https://www.strava.com/pros/2021447#graph_date_range?chart_type=miles&interval_type=week&interval=200001&year_offset=22
2021447.0,https://www.strava.com/pros/2021447#graph_date_range?chart_type=miles&interval_type=week&interval=199901&year_offset=23
20904837.0,https://www.strava.com/pros/20904837#graph_date_range?chart_type=miles&interval_type=week&interval=202050&year_offset=1
20904837.0,https://www.strava.com/pros/20904837#graph_date_range?chart_type=miles&interval_type=week&interval=201950&year_offset=2
